Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
XjArTs,Dennison,Churn,Male,10,Russia,Ulan-Ude Airport (Mukhino),RU,Russian Federation,AS,Asia,2/4/2022,UUD,Dennison Churn,Delayed
IedE0l,Andie,Darko,Male,28,Turkmenistan,Aribinda Airport,BF,Burkina Faso,AF,Africa,7/20/2022,XAR,Andie Darko,On Time
zXCzxR,Giulio,Polden,Male,76,Sweden,Lastourville Airport,GA,Gabon,AF,Africa,4/21/2022,LTL,Giulio Polden,On Time
JnGSJY,Jeannie,Ajean,Female,24,Indonesia,Aek Godang Airport,ID,Indonesia,AS,Asia,1/3/2022,AEG,Jeannie Ajean,On Time
DdmofF,Kyla,Scouse,Female,53,Philippines,Indagen Airport,PG,Papua New Guinea,OC,Oceania,4/4/2022,IDN,Kyla Scouse,Cancelled
7U7TIZ,Alexis,Gasgarth,Male,65,Russia,Ubatuba Airport,BR,Brazil,SAM,South America,1/24/2022,UBT,Alexis Gasgarth,Delayed
hbEyjg,Raddy,Ormonde,Male,87,China,Arapahoe Municipal Airport,US,United States,NAM,North America,6/25/2022,AHF,Raddy Ormonde,Delayed
C6thbk,Constantin,Romanetti,Male,28,Sweden,Beaver County Airport,US,United States,NAM,North America,5/15/2022,BFP,Constantin Romanetti,Delayed
HqYIR2,Dore,Coleiro,Female,88,China,Cascavel Airport,BR,Brazil,SAM,South America,8/28/2022,CAC,Dore Coleiro,Delayed
waCcop,Elmer,Drover,Male,75,Tanzania,Honiara International Airport,SB,Solomon Islands,OC,Oceania,10/9/2022,HIR,Elmer Drover,Cancelled
zjteoZ,Shirlene,Jaskiewicz,Female,43,North Korea,Lobatse Airport,BW,Botswana,AF,Africa,1/4/2022,LOQ,Shirlene Jaskiewicz,On Time
EE8GGd,Judas,Watterson,Male,34,Peru,RAF Wyton,GB,United Kingdom,EU,Europe,3/20/2022,QUY,Judas Watterson,Cancelled
8eyj90,Hardy,Gerardi,Male,55,Philippines,Kagi Airport,PG,Papua New Guinea,OC,Oceania,12/19/2022,KGW,Hardy Gerardi,Cancelled
PyzQJ4,Liv,Roback,Female,3,United States,Athens Ben Epps Airport,US,United States,NAM,North America,4/1/2022,AHN,Liv Roback,Cancelled
sY4HhC,Korella,Capoun,Female,41,Philippines,Pastos Bons Airport,BR,Brazil,SAM,South America,6/19/2022,0,Korella Capoun,On Time
rcW5mz,Marj,Yegorkin,Female,8,Japan,Wiarton Airport,CA,Canada,NAM,North America,11/8/2022,YVV,Marj Yegorkin,On Time
Z2n6on,Ofelia,Petrovsky,Female,81,Mongolia,Immokalee Regional Airport,US,United States,NAM,North America,10/19/2022,IMM,Ofelia Petrovsky,Delayed
6Grlie,Vidovik,Delves,Male,46,Czech Republic,New Bedford Regional Airport,US,United States,NAM,North America,4/28/2022,EWB,Vidovik Delves,On Time
0XYbUw,Rooney,Fear,Male,84,Colombia,Port Gentil Airport,GA,Gabon,AF,Africa,10/27/2022,POG,Rooney Fear,Cancelled
TrY2WC,Shane,Burgoyne,Male,2,United States,Chapleau Airport,CA,Canada,NAM,North America,7/7/2022,YLD,Shane Burgoyne,Cancelled
yrAELY,Pebrook,Hanse,Male,84,Portugal,Warukin Airport,ID,Indonesia,AS,Asia,9/9/2022,TJG,Pebrook Hanse,Delayed
7kFhBR,Percy,Barthrop,Male,58,Guatemala,Amman-Marka International Airport,JO,Jordan,AS,Asia,4/10/2022,ADJ,Percy Barthrop,Cancelled
ZZ1dfg,Hunt,Geerling,Male,82,France,Bardufoss Airport,NO,Norway,EU,Europe,3/18/2022,BDU,Hunt Geerling,On Time
Jfqh6T,Hirsch,Harland,Male,23,Peru,Hope Vale Airport,AU,Australia,OC,Oceania,8/26/2022,HPE,Hirsch Harland,Cancelled
4jYnHy,Shep,Pass,Male,76,Japan,Stevens Village Airport,US,United States,NAM,North America,2/9/2022,SVS,Shep Pass,On Time
rJGEfN,Ted,Davidovsky,Male,18,Guatemala,Pulau Tioman Airport,MY,Malaysia,AS,Asia,10/31/2022,TOD,Ted Davidovsky,Cancelled
kGg8IG,Latisha,Dobey,Female,64,Burkina Faso,Malda Airport,IN,India,AS,Asia,6/12/2022,LDA,Latisha Dobey,Cancelled
A5tLNi,Kristel,Kensy,Female,4,United States,San Sebastian Airport,ES,Spain,EU,Europe,9/7/2022,EAS,Kristel Kensy,Cancelled
WLYs1Z,Davina,MacGibbon,Female,1,Japan,Richmond International Airport,US,United States,NAM,North America,12/19/2022,RIC,Davina MacGibbon,Delayed
hLKPXU,Sylvia,Heyward,Female,16,Malaysia,Middle Georgia Regional Airport,US,United States,NAM,North America,10/14/2022,MCN,Sylvia Heyward,On Time
6RuZ3w,Carlye,Cawdron,Female,37,Finland,Fort Smith Airport,CA,Canada,NAM,North America,6/3/2022,YSM,Carlye Cawdron,On Time
3nCm6t,Antonius,McCourt,Male,84,China,Bella Coola Airport,CA,Canada,NAM,North America,7/15/2022,QBC,Antonius McCourt,On Time
cv1KLh,Bronny,Paute,Male,60,Philippines,Cannon Air Force Base,US,United States,NAM,North America,4/1/2022,CVS,Bronny Paute,Cancelled
KVpV3R,Carrol,Springthorp,Male,64,China,Bob Hope Airport,US,United States,NAM,North America,11/27/2022,BUR,Carrol Springthorp,On Time
3KHuYT,Rogers,Papps,Male,60,Albania,Tikehau Airport,PF,French Polynesia,OC,Oceania,4/10/2022,TIH,Rogers Papps,Delayed
8LpFPl,Filbert,Melloi,Male,87,Indonesia,Georgetown Airport,AU,Australia,OC,Oceania,4/4/2022,GTT,Filbert Melloi,Cancelled
fX0Piu,Thorndike,Whiteland,Male,4,Russia,Buin Airport,PG,Papua New Guinea,OC,Oceania,8/22/2022,UBI,Thorndike Whiteland,On Time
xta5tY,Carrie,Vlasin,Female,74,China,Wick Airport,GB,United Kingdom,EU,Europe,6/21/2022,WIC,Carrie Vlasin,Cancelled
zafANb,Salomone,Abbess,Male,81,Jordan,Loring Seaplane Base,US,United States,NAM,North America,11/10/2022,WLR,Salomone Abbess,On Time
Xd7ZeF,Elwood,Fonteyne,Male,22,Indonesia,Lambarene Airport,GA,Gabon,AF,Africa,3/6/2022,LBQ,Elwood Fonteyne,Delayed
MonaQO,Hort,Seary,Male,12,Philippines,Akure Airport,NG,Nigeria,AF,Africa,10/24/2022,AKR,Hort Seary,Delayed
D3ocQN,Whitney,Branson,Female,22,Iran,Mekele Airport,ET,Ethiopia,AF,Africa,9/28/2022,MQX,Whitney Branson,Cancelled
VFVgge,Tobe,Rosenstock,Male,62,United States,RAF Northolt,GB,United Kingdom,EU,Europe,10/31/2022,NHT,Tobe Rosenstock,On Time
sgobTP,Dew,Pock,Male,17,Belarus,Lethbridge County Airport,CA,Canada,NAM,North America,1/31/2022,YQL,Dew Pock,On Time
QdE1tL,Obed,Rawstorne,Male,11,Czech Republic,Ein Yahav Airfield,IL,Israel,AS,Asia,7/22/2022,EIY,Obed Rawstorne,Delayed
bsmcOE,Corbin,Jedraszczyk,Male,75,Czech Republic,Stevens Village Airport,US,United States,NAM,North America,3/12/2022,SVS,Corbin Jedraszczyk,Cancelled
Zko0Mi,Annamarie,Davydochkin,Female,61,Laos,Shaikh Zaid Airport,PK,Pakistan,AS,Asia,7/27/2022,RYK,Annamarie Davydochkin,Delayed
dOQvaL,Jemmie,Wrathmall,Female,27,China,Rennell/Tingoa Airport,SB,Solomon Islands,OC,Oceania,8/12/2022,RNL,Jemmie Wrathmall,On Time
0DWkhM,Emmalynne,Woolard,Female,49,New Zealand,Osmanabad Airport,IN,India,AS,Asia,9/7/2022,OMN,Emmalynne Woolard,Cancelled
rMQEZn,Flin,MacGilpatrick,Male,48,Peru,La Guaira Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,7/23/2022,LAG,Flin MacGilpatrick,On Time
thEkRv,Britta,Ardron,Female,28,Indonesia,Warracknabeal Airport,AU,Australia,OC,Oceania,11/20/2022,WKB,Britta Ardron,Delayed
svqahq,Maury,Fitkin,Male,5,Japan,El Alto International Airport,BO,"Bolivia, Plurinational State of",SAM,South America,11/30/2022,LPB,Maury Fitkin,Delayed
e8T2XI,My,Dutnall,Male,3,China,Futuna Airport,VU,Vanuatu,OC,Oceania,1/27/2022,FTA,My Dutnall,Cancelled
CXPrAk,Sigismundo,Faiers,Male,66,Philippines,Decatur HI-Way Airfield,US,United States,NAM,North America,1/18/2022,DCR,Sigismundo Faiers,Delayed
4lA6x0,Ted,Simcox,Female,31,Netherlands,Marion Municipal Airport,US,United States,NAM,North America,1/25/2022,MNN,Ted Simcox,Delayed
50j4Ns,Carmine,Erb,Female,79,Indonesia,Cozumel International Airport,MX,Mexico,NAM,North America,12/8/2022,CZM,Carmine Erb,Cancelled
rP1Xg4,Georgia,Hodcroft,Female,65,China,Morristown Municipal Airport,US,United States,NAM,North America,9/14/2022,MMU,Georgia Hodcroft,Cancelled
l8ZqkK,Joycelin,Rowbrey,Female,65,China,Durango La Plata County Airport,US,United States,NAM,North America,6/11/2022,DRO,Joycelin Rowbrey,On Time
BSRZoq,Lucio,Bassham,Male,68,Russia,Mesa Del Rey Airport,US,United States,NAM,North America,10/19/2022,KIC,Lucio Bassham,Cancelled
7GD9er,Glenine,Winning,Female,33,Sweden,Brig. Lysias Augusto Rodrigues Airport,BR,Brazil,SAM,South America,6/19/2022,CLN,Glenine Winning,Cancelled
GrLe13,Blanca,Mustin,Female,48,Indonesia,Topeka Regional Airport - Forbes Field,US,United States,NAM,North America,1/1/2022,FOE,Blanca Mustin,On Time
D5ZK3s,Grantley,Camm,Male,44,Indonesia,Mtwara Airport,TZ,"Tanzania, United Republic of",AF,Africa,11/22/2022,MYW,Grantley Camm,On Time
M6TH8l,Muhammad,Furbank,Male,2,France,Viru Harbour Airstrip,SB,Solomon Islands,OC,Oceania,2/2/2022,VIU,Muhammad Furbank,Delayed
V4HUiY,Ardisj,Goodrich,Female,11,Albania,Ohkay Owingeh Airport,US,United States,NAM,North America,9/21/2022,ESO,Ardisj Goodrich,Cancelled
yHFY8V,Sheppard,Balkwill,Male,21,China,Bergen Airport Flesland,NO,Norway,EU,Europe,11/27/2022,BGO,Sheppard Balkwill,Cancelled
9tYijf,Calvin,Godwyn,Male,25,China,Gerardo Tobar López Airport,CO,Colombia,SAM,South America,10/9/2022,BUN,Calvin Godwyn,On Time
eFZb2Y,Durward,Bennike,Male,8,Russia,Timber Creek Airport,AU,Australia,OC,Oceania,2/12/2022,TBK,Durward Bennike,On Time
HprbCJ,Phillipe,Foxen,Male,82,Russia,Kambuaya Airport,ID,Indonesia,AS,Asia,10/7/2022,KBX,Phillipe Foxen,Cancelled
2YAqDu,Herc,Taffs,Male,17,China,Avalon Airport,AU,Australia,OC,Oceania,7/28/2022,AVV,Herc Taffs,Delayed
WdyyHw,Richart,Maddinon,Male,78,Afghanistan,Tribhuvan International Airport,NP,Nepal,AS,Asia,11/2/2022,KTM,Richart Maddinon,On Time
LCUE4A,Claybourne,Inold,Male,9,China,Palmas del Mar Airstrip,PR,Puerto Rico,NAM,North America,1/20/2022,PPD,Claybourne Inold,On Time
TWIOI6,Marlowe,Chagg,Male,67,Canada,Stella Maris Airport,BS,Bahamas,NAM,North America,4/17/2022,SML,Marlowe Chagg,Delayed
461YEa,Lorenza,Spiniello,Female,5,Dominican Republic,Neumünster Airport,DE,Germany,EU,Europe,6/21/2022,EUM,Lorenza Spiniello,Cancelled
foawIc,Gayla,Minghetti,Female,82,Iran,Tamana Island Airport,KI,Kiribati,OC,Oceania,5/1/2022,TMN,Gayla Minghetti,Cancelled
hzEw8P,Corena,Gowen,Female,11,China,Ely Airport Yelland Field,US,United States,NAM,North America,9/17/2022,ELY,Corena Gowen,On Time
UT5ZZU,Hew,Alekhov,Male,59,China,Treviso-Sant'Angelo Airport,IT,Italy,EU,Europe,4/7/2022,TSF,Hew Alekhov,Cancelled
YuLCd1,Pearce,Casali,Male,1,Ireland,Hector Silva Airstrip,BZ,Belize,NAM,North America,8/8/2022,BCV,Pearce Casali,Cancelled
YagJYn,Jasper,Akaster,Male,1,Poland,Del Bajío International Airport,MX,Mexico,NAM,North America,10/20/2022,BJX,Jasper Akaster,Cancelled
kEBGic,Tiena,Leaf,Female,69,China,Jinja Airport,UG,Uganda,AF,Africa,7/20/2022,JIN,Tiena Leaf,On Time
HpI7gn,Timmy,Menichino,Female,58,Poland,Brunette Downs Airport,AU,Australia,OC,Oceania,7/18/2022,BTD,Timmy Menichino,On Time
8zlNg1,Wilbur,Grangier,Male,15,Indonesia,Valladolid Airport,ES,Spain,EU,Europe,10/22/2022,VLL,Wilbur Grangier,Cancelled
59ty6k,Cris,Youngs,Female,48,China,Lawrence County Airpark,US,United States,NAM,North America,5/17/2022,HTW,Cris Youngs,Delayed
S8QMfg,Erma,Lomasna,Female,83,Greece,Columbia Metropolitan Airport,US,United States,NAM,North America,5/25/2022,CAE,Erma Lomasna,Cancelled
dC4C1m,Ahmad,Leedal,Male,51,Russia,Eugenio Maria De Hostos Airport,PR,Puerto Rico,NAM,North America,10/15/2022,MAZ,Ahmad Leedal,Cancelled
fUBqRi,Dan,Pareman,Male,90,Indonesia,Jefferson City Memorial Airport,US,United States,NAM,North America,8/12/2022,JEF,Dan Pareman,Cancelled
fFdBd9,Agosto,Chiverton,Male,64,Thailand,Wuhan Tianhe International Airport,CN,China,AS,Asia,9/26/2022,WUH,Agosto Chiverton,Delayed
iaMAob,Kinny,Farryn,Male,74,Indonesia,Bakel Airport,SN,Senegal,AF,Africa,12/26/2022,BXE,Kinny Farryn,On Time
CIHNuV,Preston,Rochelle,Male,30,China,Sultan Azlan Shah Airport,MY,Malaysia,AS,Asia,4/15/2022,IPH,Preston Rochelle,Cancelled
4Mox2R,Riobard,Squibbes,Male,8,China,Phaplu Airport,NP,Nepal,AS,Asia,8/17/2022,PPL,Riobard Squibbes,Cancelled
Djt2K3,Barny,Elan,Male,72,China,Nantes Atlantique Airport,FR,France,EU,Europe,2/1/2022,NTE,Barny Elan,On Time
uDAUOI,Rosabelle,Easun,Female,25,China,Huntsville International Carl T Jones Field,US,United States,NAM,North America,12/1/2022,HSV,Rosabelle Easun,Delayed
DHRf3x,Jamima,Volkers,Female,57,Honduras,Tusi AHP (Hunter Liggett) Heliport,US,United States,NAM,North America,3/21/2022,HGT,Jamima Volkers,On Time
WA2DpX,Pegeen,Clementet,Female,44,China,Luang Phabang International Airport,LA,Lao People's Democratic Republic,AS,Asia,1/3/2022,LPQ,Pegeen Clementet,Cancelled
kLV5oN,Tracey,Rickell,Female,44,China,Çıldır Airport,TR,Turkey,AS,Asia,8/10/2022,CII,Tracey Rickell,Cancelled
y8Cfi6,Flin,Buttwell,Male,25,China,Zonguldak Airport,TR,Turkey,AS,Asia,12/13/2022,ONQ,Flin Buttwell,Delayed
AlSSjy,Del,Goldstein,Male,4,Portugal,Ampanihy Airport,MG,Madagascar,AF,Africa,3/29/2022,AMP,Del Goldstein,Delayed
1XuT06,Nathanial,Smallpeice,Male,77,Libya,José Leonardo Chirinos Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,2/19/2022,CZE,Nathanial Smallpeice,Delayed
k9xRcG,Kerr,Guinane,Male,68,Indonesia,Biskra Airport,DZ,Algeria,AF,Africa,6/7/2022,BSK,Kerr Guinane,Cancelled
hgsNM0,Giana,Aldren,Female,5,Indonesia,Nanjing Lukou Airport,CN,China,AS,Asia,12/15/2022,NKG,Giana Aldren,Delayed
tGf4om,Maximilien,Bezant,Male,21,Azerbaijan,La Baule-Escoublac Airport,FR,France,EU,Europe,1/2/2022,LBY,Maximilien Bezant,Delayed
vHent6,Karlik,Bertot,Male,90,Finland,Butare Airport,RW,Rwanda,AF,Africa,8/9/2022,BTQ,Karlik Bertot,Delayed
pjO4mu,Felipa,Nizet,Female,54,Indonesia,Roy Hurd Memorial Airport,US,United States,NAM,North America,5/30/2022,MIF,Felipa Nizet,Cancelled
b0A3ad,Ceil,Gozard,Female,12,Armenia,Lamezia Terme Airport,IT,Italy,EU,Europe,9/1/2022,SUF,Ceil Gozard,Cancelled
KAiTA9,Rawley,Baurerich,Male,81,France,Falcone–Borsellino Airport,IT,Italy,EU,Europe,12/17/2022,PMO,Rawley Baurerich,On Time
xSENH2,Barbabas,Deekes,Male,87,China,Coveñas Airport,CO,Colombia,SAM,South America,9/17/2022,CVE,Barbabas Deekes,On Time
1Fc0mJ,Milty,Clemmensen,Male,14,Ivory Coast,Kaadedhdhoo Airport,MV,Maldives,AS,Asia,6/29/2022,KDM,Milty Clemmensen,Delayed
EZnK6u,Addi,Footitt,Female,38,Zambia,Olsobip Airport,PG,Papua New Guinea,OC,Oceania,7/13/2022,OLQ,Addi Footitt,Delayed
kVkaKJ,Paco,Birks,Male,45,Indonesia,Gangneung Airport (K-18),KR,"Korea, Republic of",AS,Asia,2/19/2022,KAG,Paco Birks,Delayed
3lCR6q,Neala,Tacey,Female,15,Mauritius,Beersheba (Teyman) Airport,IL,Israel,AS,Asia,10/21/2022,BEV,Neala Tacey,Delayed
VfXpLT,Lawrence,Bolderstone,Male,87,Syria,Latina Air Base,IT,Italy,EU,Europe,6/16/2022,QLT,Lawrence Bolderstone,Cancelled
LYdV9c,Michal,Dhennin,Female,47,Philippines,Itapetinga Airport,BR,Brazil,SAM,South America,1/4/2022,QIT,Michal Dhennin,On Time
N55SUz,Jerry,Leman,Male,52,Philippines,Ambatondrazaka Airport,MG,Madagascar,AF,Africa,12/6/2022,WAM,Jerry Leman,Cancelled
93QYUY,Alaine,Jaye,Female,38,Guatemala,Sawan Airport,PK,Pakistan,AS,Asia,4/6/2022,RZS,Alaine Jaye,On Time
Npcp21,Kevyn,MacCaughan,Female,68,Russia,Param Airport,PG,Papua New Guinea,OC,Oceania,9/13/2022,PPX,Kevyn MacCaughan,On Time
OcfUxA,Ludvig,Kelcey,Male,46,China,Rif Airport,IS,Iceland,EU,Europe,6/25/2022,OLI,Ludvig Kelcey,On Time
YRmTTC,Samuele,Lobell,Male,2,Indonesia,Barra do Garças Airport,BR,Brazil,SAM,South America,9/11/2022,BPG,Samuele Lobell,Delayed
uMrTH6,Petronilla,Risbrough,Female,77,Indonesia,Bukhovtsi Airfield,BG,Bulgaria,EU,Europe,7/19/2022,TGV,Petronilla Risbrough,Cancelled
s51xAh,Tanney,MacCarter,Male,43,China,El Fasher Airport,SD,Sudan,AF,Africa,4/4/2022,ELF,Tanney MacCarter,On Time
BZUnIc,Darrell,Devin,Male,31,Portugal,Manono Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,9/29/2022,MNO,Darrell Devin,Cancelled
4C0gjd,Rhodie,Le Galle,Female,66,Russia,General Enrique Mosconi Airport,AR,Argentina,SAM,South America,4/24/2022,TTG,Rhodie Le Galle,On Time
Ce7CNH,Abby,Maslin,Male,37,Greece,Kithira Airport,GR,Greece,EU,Europe,11/2/2022,KIT,Abby Maslin,Delayed
F4jnPL,Merrick,Neames,Male,75,Indonesia,Northern Aroostook Regional Airport,US,United States,NAM,North America,10/31/2022,WFK,Merrick Neames,Delayed
oNVufu,Cozmo,Jillins,Male,40,Finland,Palmarito Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,6/17/2022,PTM,Cozmo Jillins,Delayed
m0XxE9,Barri,Barrim,Male,32,Canada,Jackpot Airport/Hayden Field,US,United States,NAM,North America,8/13/2022,KPT,Barri Barrim,On Time
krp68m,Sofia,Gaymar,Female,72,Ukraine,Stockholm-Arlanda Airport,SE,Sweden,EU,Europe,12/11/2022,ARN,Sofia Gaymar,Delayed
PXbfdY,Amy,Castard,Female,34,Philippines,Libertador Gral D Jose De San Martin Airport,AR,Argentina,SAM,South America,7/9/2022,PSS,Amy Castard,Cancelled
DdN3ia,Philly,Charpin,Female,29,Brazil,Jönköping Airport,SE,Sweden,EU,Europe,11/26/2022,JKG,Philly Charpin,Cancelled
h475d0,Danell,Bannerman,Female,50,United States,Jodhpur Airport,IN,India,AS,Asia,2/8/2022,JDH,Danell Bannerman,On Time
7XHP7I,Skipp,Andrez,Male,27,Czech Republic,Nullabor Motel Airport,AU,Australia,OC,Oceania,8/16/2022,NUR,Skipp Andrez,Cancelled
m4ulM9,Zara,Armytage,Female,66,Netherlands,Half Moon Bay Airport,US,United States,NAM,North America,3/26/2022,HAF,Zara Armytage,Delayed
QxLrDD,Obadiah,Brabham,Male,40,Vietnam,L M Clayton Airport,US,United States,NAM,North America,10/3/2022,OLF,Obadiah Brabham,Cancelled
tAr8Pl,Bette,Kubik,Female,80,Colombia,Kolwezi Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,5/14/2022,KWZ,Bette Kubik,On Time
04feAx,Christye,Caddens,Female,9,Philippines,Vagar Airport,FO,Faroe Islands,EU,Europe,6/29/2022,FAE,Christye Caddens,Delayed
XioVri,Kandy,Baylie,Female,22,Honduras,Fangatau Airport,PF,French Polynesia,OC,Oceania,5/20/2022,FGU,Kandy Baylie,Delayed
xdJKyU,Carmella,Hadlow,Female,23,Indonesia,Lathrop Wells Airport / Jackass Aeropark,US,United States,NAM,North America,1/14/2022,LTH,Carmella Hadlow,Delayed
Pb3Rms,Dmitri,Readett,Male,44,China,Auvergne Airport,AU,Australia,OC,Oceania,12/8/2022,AVG,Dmitri Readett,On Time
tDHlnC,Concettina,Bulcock,Female,31,Philippines,Cat Cay Airport,BS,Bahamas,NAM,North America,2/21/2022,CXY,Concettina Bulcock,On Time
sO29P8,Zak,Riddles,Male,15,North Korea,San Luis Valley Regional Bergman Field,US,United States,NAM,North America,2/6/2022,ALS,Zak Riddles,Cancelled
BlKaFl,Barnabas,Currier,Male,41,Ghana,Maya-Maya Airport,CG,Congo,AF,Africa,7/29/2022,BZV,Barnabas Currier,Cancelled
ebqUlj,Berrie,Jancy,Female,1,Portugal,Rome State Airport,US,United States,NAM,North America,8/2/2022,REO,Berrie Jancy,Delayed
sM8Pif,Harold,Scarfe,Male,70,Indonesia,Mayor PNP Nancy Flores Paucar Airport,PE,Peru,SAM,South America,1/1/2022,MZA,Harold Scarfe,Delayed
GBgvMR,Daune,Mathely,Female,68,China,Tucson International Airport,US,United States,NAM,North America,8/12/2022,TUS,Daune Mathely,Cancelled
PYzSw6,Roldan,Blaszkiewicz,Male,33,Philippines,Lastourville Airport,GA,Gabon,AF,Africa,9/25/2022,LTL,Roldan Blaszkiewicz,On Time
E2b9dZ,Cleavland,O'Fairy,Male,46,Germany,Fazenda Vassoural Airport,BR,Brazil,SAM,South America,2/22/2022,0,Cleavland O'Fairy,Delayed
fmaWyi,Wenonah,Clover,Female,62,Russia,Limbunya Airport,AU,Australia,OC,Oceania,12/24/2022,LIB,Wenonah Clover,Cancelled
rwcsMq,Noelyn,Curbishley,Female,22,Spain,Tambillos Airport,CL,Chile,SAM,South America,5/14/2022,COW,Noelyn Curbishley,Delayed
NlJ3io,Keri,O'Dea,Female,69,China,Moyale Airport,ET,Ethiopia,AF,Africa,3/19/2022,MYS,Keri O'Dea,On Time
hcaLwZ,Correy,Aldrin,Male,80,China,Agostinho Neto Airport,CV,Cabo Verde,AF,Africa,8/5/2022,NTO,Correy Aldrin,Cancelled
4q0p43,Rachael,Kersley,Female,57,Croatia,Linz Hörsching Airport,AT,Austria,EU,Europe,7/29/2022,LNZ,Rachael Kersley,Cancelled
0Caj7m,Gibb,Snoddy,Male,48,Croatia,Kaunas International Airport,LT,Lithuania,EU,Europe,6/7/2022,KUN,Gibb Snoddy,Cancelled
BcZEdT,Harper,Mullenger,Male,28,Indonesia,Sandstone Airport,AU,Australia,OC,Oceania,1/3/2022,NDS,Harper Mullenger,Delayed
sifAR0,Georgie,Kilcullen,Male,68,Yemen,Springdale Municipal Airport,US,United States,NAM,North America,10/11/2022,SPZ,Georgie Kilcullen,Cancelled
BkqSbc,Hayes,Martinson,Male,5,United States,Reading Regional Carl A Spaatz Field,US,United States,NAM,North America,6/25/2022,RDG,Hayes Martinson,Cancelled
DCFQ6r,Gwenore,Liles,Female,72,Portugal,Hazyview Airport,ZA,South Africa,AF,Africa,1/17/2022,HZV,Gwenore Liles,Cancelled
QzwCeq,Adara,Kydde,Female,61,Armenia,Oslo Gardermoen Airport,NO,Norway,EU,Europe,6/20/2022,OSL,Adara Kydde,On Time
3xjVRm,Olva,Broszkiewicz,Female,44,Indonesia,Persian Gulf International Airport,IR,"Iran, Islamic Republic of",AS,Asia,10/25/2022,PGU,Olva Broszkiewicz,Delayed
GRAJWL,Nathalie,McUre,Female,73,Somalia,Sullivan Bay Seaplane Base,CA,Canada,NAM,North America,1/31/2022,YTG,Nathalie McUre,On Time
GXPfV4,Willabella,Chellenham,Female,52,Poland,Kosipe Airport,PG,Papua New Guinea,OC,Oceania,11/24/2022,KSP,Willabella Chellenham,On Time
kQB3Ja,Royal,Crayk,Male,41,Honduras,Rif Airport,IS,Iceland,EU,Europe,9/21/2022,OLI,Royal Crayk,Delayed
dWTfXI,Alonso,Cardenosa,Male,58,Peru,Spichenkovo Airport,RU,Russian Federation,EU,Europe,1/29/2022,NOZ,Alonso Cardenosa,On Time
rQyvgk,Kayne,Kilpatrick,Male,68,Iran,Clinton Regional Airport,US,United States,NAM,North America,8/4/2022,CLK,Kayne Kilpatrick,Cancelled
rQMML7,Thatcher,Oldland,Male,26,Indonesia,Zonalnoye Airport,RU,Russian Federation,AS,Asia,4/25/2022,ZZO,Thatcher Oldland,Delayed
iHLPxB,Sara,Arrigucci,Female,87,Argentina,Bella Yella Airport,LR,Liberia,AF,Africa,5/10/2022,BYL,Sara Arrigucci,Cancelled
Zd3YbV,Guglielmo,Lerer,Male,26,Colombia,Ibo Airport,MZ,Mozambique,AF,Africa,7/27/2022,IBO,Guglielmo Lerer,On Time
8PN0cY,Madge,Onge,Female,16,Russia,Moreton Airport,AU,Australia,OC,Oceania,8/12/2022,MET,Madge Onge,Cancelled
kfWVjT,Lynn,Hassard,Male,19,Thailand,Ruby Airport,US,United States,NAM,North America,12/23/2022,RBY,Lynn Hassard,On Time
dMAKbW,Shoshanna,Kamiyama,Female,67,Portugal,Graciosa Airport,PT,Portugal,EU,Europe,9/11/2022,GRW,Shoshanna Kamiyama,On Time
nHsxnB,Kenn,Sheber,Male,68,Libya,Whitsunday Island Airport,AU,Australia,OC,Oceania,10/21/2022,WSY,Kenn Sheber,On Time
br8MUU,Garrek,Brookton,Male,16,Thailand,Coleman Municipal Airport,US,United States,NAM,North America,4/26/2022,COM,Garrek Brookton,On Time
mu9yyW,Angy,Buckett,Female,33,Indonesia,Jutigalpa airport,HN,Honduras,NAM,North America,10/21/2022,JUT,Angy Buckett,Cancelled
T06PKp,Gabey,Rushbrooke,Female,8,France,Chuuk International Airport,FM,"Micronesia, Federated States of",OC,Oceania,11/9/2022,TKK,Gabey Rushbrooke,Delayed
vrVOYZ,Fifine,Rillstone,Female,56,United States,Lekhwair Airport,OM,Oman,AS,Asia,2/21/2022,LKW,Fifine Rillstone,Cancelled
QC47zs,Drusy,Coulthard,Female,69,Kiribati,Ramstein Air Base,DE,Germany,EU,Europe,2/21/2022,RMS,Drusy Coulthard,On Time
5g8BAs,Georgetta,Mayor,Female,53,Japan,Takhli Airport,TH,Thailand,AS,Asia,6/15/2022,TKH,Georgetta Mayor,Cancelled
SWE5vv,Cassie,Echelle,Female,13,China,Carson Airport,US,United States,NAM,North America,10/6/2022,CSN,Cassie Echelle,On Time
FqvaIS,Fonz,Bonafant,Male,75,Poland,Cincinnati Municipal Airport Lunken Field,US,United States,NAM,North America,3/16/2022,LUK,Fonz Bonafant,On Time
1SynDR,Tomasine,Diehn,Female,51,China,Masalembo Airport,ID,Indonesia,AS,Asia,6/16/2022,MSI,Tomasine Diehn,Delayed
